day,symbol,timestamp,side,pred,gross_fwd_pct,fee_pct,net_fwd_pct,fold,bar,open,high,low,close,atrpct,entry,exit,qty,gross,mandatory,slippage,net,net_no_slip,reason,mfe,mae,hold_bars,notional,stop_pct,target_pct,portfolio_qty,portfolio_gross,portfolio_mandatory,portfolio_slippage,portfolio_net,portfolio_net_no_slip
2026-08-12,TORNTPOWER,2026-08-12 11:20:00+05:30,-1,-0.0815885886522396,-0.1817218141894301,0.106164642538048,-0.2878864567274781,1,25,1320.2,1320.7,1320.0,1320.7,0.14278142543456318,1323.2,1315.79008,37,274.1670400000021,51.85772263634176,48.82131648,173.48800088366033,222.30931736366034,target,0.7557436517533267,0.10580411124545552,5,48958.4,0.35,0.5599999999999999,37,274.1670400000021,51.85772263634176,48.82131648,173.48800088366033,222.30931736366034
2026-08-12,NATIONALUM,2026-08-12 11:45:00+05:30,1,0.1080054902940292,0.1197318007662744,0.1063579966954022,0.0133738040708721,1,30,417.8,418.2,417.5,417.6,0.2890667761357403,417.9,416.43735,119,-174.05534999999958,52.742106895377894,49.643072325,-276.44052922037747,-226.79745689537748,stop_loss,0.04785833931564287,0.4067958841828201,7,49730.1,0.35,0.5599999999999999,119,-174.05534999999958,52.742106895377894,49.643072325,-276.44052922037747,-226.79745689537748
2026-08-13,ABBOTINDIA,2026-08-13 11:20:00+05:30,1,0.1040079419216783,0.4159132007233097,0.1065479692224231,0.3093652315008866,1,25,27875.0,27900.0,27650.0,27650.0,0.406871609403255,27690.0,27554.804701627487,1,-135.1952983725132,29.342549204452077,27.622402350813744,-192.16024992777903,-164.53784757696528,stop_loss,0.14445648248464504,0.650054171180936,4,27690.0,0.488245931283906,0.7811934900542497,1,-135.1952983725132,29.342549204452077,27.622402350813744,-192.16024992777903,-164.53784757696528
2026-08-13,FLUOROCHEM,2026-08-13 11:20:00+05:30,1,0.1024885723711739,0.9347168543101958,0.1068807329986556,0.8278361213115402,1,25,4781.6,4803.5,4760.8,4760.8,0.5771839066663449,4793.3,4760.100612562115,10,-331.9938743788498,50.73082473301015,47.76700306281057,-430.49170217467054,-382.72469911185993,stop_loss,0.34214424300584856,0.8803955521248352,3,47933.0,0.6926206879996138,1.1081931007993822,10,-331.9938743788498,50.73082473301015,47.76700306281057,-430.49170217467054,-382.72469911185993
2026-08-13,PIDILITIND,2026-08-13 11:20:00+05:30,-1,-0.0809148762935145,-0.4148393978902476,0.1060151195211568,-0.5208545174114044,1,25,1687.6,1687.6,1687.1,1687.4,0.06984540882845967,1695.6,1692.0,29,104.39999999999736,52.1940540024,49.1202,3.085745997597364,52.20594599759736,time_stop,0.2476999292285842,0.12974758197688008,13,49172.399999999994,0.35,0.5599999999999999,29,104.39999999999736,52.1940540024,49.1202,3.085745997597364,52.20594599759736
2026-08-13,HONAUT,2026-08-13 11:20:00+05:30,-1,-0.0810528411817795,-0.0402846783939878,0.10625536116557,-0.1465400395595578,1,25,37220.0,37235.0,37220.0,37235.0,0.14483301041646685,37220.0,37275.0,1,-55.0,39.593139969999996,37.2475,-131.84063996999998,-94.59313997,time_stop,0.12090274046211436,0.3358409457280942,13,37220.0,0.35,0.5599999999999999,1,-55.0,39.593139969999996,37.2475,-131.84063996999998,-94.59313997
2026-08-13,GODREJIND,2026-08-13 11:35:00+05:30,1,0.0880678994862231,0.1355121562375529,0.1063681183100836,0.0291440379274692,1,28,1262.0,1262.0,1251.0,1254.5,0.5039002448328912,1257.0,1269.1613300688948,39,474.2918726868977,52.40644632889261,49.26014593634345,372.6252804216616,421.8854263580051,target,1.4081145584725618,0.42959427207638345,5,49023.0,0.6046802937994694,0.9674884700791511,39,474.2918726868977,52.40644632889261,49.26014593634345,372.6252804216616,421.8854263580051
2026-08-14,SAIL,2026-08-14 11:20:00+05:30,1,0.1005579230356734,0.214938205265966,0.1064190626544868,0.1085191426114792,1,25,167.29,167.7,167.19,167.49,0.8793701969413941,167.99,169.27,297,380.1600000000003,53.27074790532,50.083110000000005,276.80614209468035,326.88925209468033,time_stop,1.1250669682719039,0.1666765878921339,13,49893.030000000006,0.8,1.2800000000000002,297,380.1600000000003,53.27074790532,50.083110000000005,276.80614209468035,326.88925209468033
2026-08-14,NATIONALUM,2026-08-14 11:20:00+05:30,-1,-0.0809417486049474,0.0263608804534101,0.106298108026888,-0.0799372275734779,1,25,379.3,379.35,378.9,379.35,0.30974034532753475,378.3,378.1,132,26.3999999999985,53.055221788800004,49.9224,-76.57762178880151,-26.655221788801505,time_stop,0.1321702352630183,0.18503832936822562,13,49935.6,0.3716884143930417,0.5947014630288667,132,26.3999999999985,53.055221788800004,49.9224,-76.57762178880151,-26.655221788801505
2026-08-14,HINDPETRO,2026-08-14 11:20:00+05:30,-1,-0.1122332692226455,0.1206596058452902,0.1063585917951468,0.0143010140501434,1,25,372.65,373.1,372.55,372.95,0.17907417692911662,372.6,371.7,134,120.60000000000457,52.987149097199996,49.8681,17.744750902804583,67.61285090280458,time_stop,0.26838432635534204,0.013419216317744898,13,49928.4,0.35,0.5599999999999999,134,120.60000000000457,52.987149097199996,49.8681,17.744750902804583,67.61285090280458
2026-08-14,LTTS,2026-08-14 11:25:00+05:30,-1,-0.0812471706556578,-0.2992817238627339,0.1060892389066241,-0.4053709627693579,1,26,3504.3,3511.0,3500.0,3508.4,0.2333175888072696,3516.4,3496.70816,14,275.6857599999994,52.144983134621434,49.09175712,174.44901974537794,223.54077686537795,target,0.6825162097599868,0.2559435786599895,11,49229.6,0.35,0.5599999999999999,14,275.6857599999994,52.144983134621434,49.09175712,174.44901974537794,223.54077686537795
2026-08-14,RELIANCE,2026-08-14 12:25:00+05:30,-1,-0.0814212774320038,-0.1992795278608099,0.1061533809151529,-0.3054329087759628,1,38,1304.4,1304.9,1304.1,1304.7,0.08704792563150981,1307.2,1311.7752,38,-173.85759999999982,52.905211470985606,49.7605288,-276.5233402709854,-226.7628114709854,stop_loss,0.03059975520196545,0.45899632802937074,5,49673.6,0.35,0.5599999999999999,38,-173.85759999999982,52.905211470985606,49.7605288,-276.5233402709854,-226.7628114709854
2026-08-17,IPCALAB,2026-08-17 11:20:00+05:30,1,0.1358079212911536,0.0811424862057919,0.1063332452775073,-0.0251907590717154,1,25,1841.9,1851.6,1840.1,1848.6,0.6615044589728136,1850.9,1870.5,27,529.1999999999975,53.4527177868,50.2389,425.50838221319754,475.74728221319754,time_stop,1.0913609595331941,0.25933329731483434,13,49974.3,0.7938053507673763,1.2700885612278023,27,529.1999999999975,53.4527177868,50.2389,425.50838221319754,475.74728221319754
2026-08-17,BAJAJFINSV,2026-08-17 11:20:00+05:30,-1,-0.0804596776537213,-0.1685421107420808,0.1061730960789173,-0.2747152068209981,1,25,2016.7,2017.5,2016.2,2017.3,0.12180354221696481,2021.0,2013.3,24,184.8000000000011,51.432101419199995,48.4116,84.9562985808011,133.3678985808011,time_stop,0.3809995051954451,0.3364670954972837,13,48504.0,0.35,0.5599999999999999,24,184.8000000000011,51.432101419199995,48.4116,84.9562985808011,133.3678985808011
2026-08-17,BSE,2026-08-17 11:20:00+05:30,-1,-0.0809495952863369,-0.2781136638452324,0.1061028162273276,-0.38421648007256,1,25,3309.2,3309.8,3306.6,3308.0,0.2303938504059439,3318.1,3329.71335,15,-174.20025000000123,53.00948054355149,49.858600124999995,-277.06833066855273,-227.20973054355272,stop_loss,0.03917904825049279,0.3526114342545572,4,49771.5,0.35,0.5599999999999999,15,-174.20025000000123,53.00948054355149,49.858600124999995,-277.06833066855273,-227.20973054355272
2026-08-17,HINDPETRO,2026-08-17 11:20:00+05:30,-1,-0.0815643842087171,-0.2299783549783569,0.1061336905032467,-0.3361120454816036,1,25,369.8,369.8,369.45,369.6,0.1517084106369825,370.2,371.4957,135,-174.91950000000145,53.228349740817,50.06445975,-278.2123094908185,-228.14784974081846,stop_loss,0.0,0.4051863857374327,4,49977.0,0.35,0.5599999999999999,135,-174.91950000000145,53.228349740817,50.06445975,-278.2123094908185,-228.14784974081846
2026-08-17,M_AND_M,2026-08-17 11:40:00+05:30,-1,-0.0810503244550412,-0.1441134084291633,0.106188764795153,-0.2503021732243164,1,29,3401.0,3403.2,3400.0,3400.1,0.1357102942350443,3405.0,3408.1,14,-43.39999999999873,50.692085060400004,47.6917,-141.7837850603987,-94.09208506039873,time_stop,0.1468428781204123,0.258443465491931,13,47670.0,0.35,0.5599999999999999,14,-43.39999999999873,50.692085060400004,47.6917,-141.7837850603987,-94.09208506039873
2026-08-18,ULTRACEMCO,2026-08-18 11:20:00+05:30,-1,-0.1003598989866145,0.1293661060802122,0.1063641761966364,0.0230019298835757,2,25,11586.0,11595.0,11580.0,11595.0,0.1262859606973449,11580.0,11573.0,4,28.0,49.211492472,46.306000000000004,-67.51749247200001,-21.211492472000003,time_stop,0.2590673575129543,0.11226252158895722,13,46320.0,0.35,0.5599999999999999,4,28.0,49.211492472,46.306000000000004,-67.51749247200001,-21.211492472000003
2026-08-18,BANKINDIA,2026-08-18 11:20:00+05:30,-1,-0.1006265083873023,-0.5266114309787895,0.1059434282685016,-0.6325548592472912,2,25,142.42,142.43,142.33,142.42,0.11134070254980091,143.2,142.95,349,87.25,53.059980088099984,49.933175,-15.743155088099982,34.190019911900016,time_stop,0.23743016759775193,0.11173184357544663,13,49976.799999999996,0.35,0.5599999999999999,349,87.25,53.059980088099984,49.933175,-15.743155088099982,34.190019911900016
2026-08-18,BPCL,2026-08-18 11:20:00+05:30,-1,-0.1009131419645857,0.3795666613949038,0.1065246563340186,0.2730420050608851,2,25,315.9,316.3,315.55,316.15,0.2428774767854319,314.15,313.45,159,111.29999999999819,53.015911490399986,49.8942,8.389888509598208,58.284088509598206,time_stop,0.525226802482881,0.047747891134819476,13,49949.85,0.35,0.5599999999999999,159,111.29999999999819,53.015911490399986,49.8942,8.389888509598208,58.284088509598206
2026-08-18,TATACONSUM,2026-08-18 11:20:00+05:30,-1,-0.1035572914005253,0.1026502426278312,0.1063470404815229,-0.0036967978536916,2,25,1073.3,1073.3,1068.9,1071.6,0.11531488295206374,1070.5,1067.4,46,142.59999999999582,52.244586820399995,49.1717,41.18371317959581,90.35541317959581,time_stop,0.5137786081270468,0.03736571695469593,13,49243.0,0.35,0.5599999999999999,46,142.59999999999582,52.244586820399995,49.1717,41.18371317959581,90.35541317959581
2026-08-18,MANKIND,2026-08-18 12:30:00+05:30,-1,-0.2927211483447236,-0.2316277110970759,0.106132632596336,-0.3377603436934119,2,39,2366.9,2376.0,2366.9,2374.5,0.09295189964804373,2381.2,2389.5342,20,-166.68400000000474,50.72227080570399,47.707342000000004,-265.1136128057087,-217.40627080570874,stop_loss,0.0,0.36116243910635504,10,47624.0,0.35,0.5599999999999999,20,-166.68400000000474,50.72227080570399,47.707342000000004,-265.1136128057087,-217.40627080570874
2026-08-19,LINDEINDIA,2026-08-19 11:35:00+05:30,-1,-0.1364579039862137,0.0521959585415032,0.1063146788009842,-0.0541187202594809,2,28,6708.5,6708.5,6702.0,6705.5,0.0766961023466877,6707.5,6709.0,7,-10.5,49.908415193,46.957750000000004,-107.366165193,-60.408415193,time_stop,0.12672381662318655,0.1789042117033235,13,46952.5,0.35,0.5599999999999999,7,-10.5,49.908415193,46.957750000000004,-107.366165193,-60.408415193
2026-08-19,DIVISLAB,2026-08-19 12:00:00+05:30,-1,-0.1080195466981499,0.0821018062397485,0.106333860591133,-0.0242320543513845,2,33,8515.0,8532.0,8514.5,8526.0,0.07162963707650548,8525.0,8537.5,5,-62.5,45.342449375,42.65625,-150.498699375,-107.842449375,time_stop,0.14662756598240456,0.2580645161290418,13,42625.0,0.35,0.5599999999999999,5,-62.5,45.342449375,42.65625,-150.498699375,-107.842449375
2026-08-19,HINDZINC,2026-08-19 12:05:00+05:30,-1,-0.1023932783398947,-1.6305824802971216,0.1052353346136425,-1.735817814910764,2,34,551.75,552.1,551.6,551.95,0.19799930117893788,560.15,558.15,89,178.0,52.870568352199996,49.76435,75.3650816478,125.1294316478,time_stop,0.47308756583057665,0.05355708292422712,13,49853.35,0.35,0.5599999999999999,89,178.0,52.870568352199996,49.76435,75.3650816478,125.1294316478
2026-08-19,HDFCBANK,2026-08-19 12:05:00+05:30,-1,-0.1054960031550597,-0.2365875721939971,0.1061294513116693,-0.3427170235056664,2,34,717.95,718.55,717.8,718.55,0.10437687008558791,719.2,720.25,69,-72.44999999999686,52.788302802299995,49.661025,-174.89932780229685,-125.23830280229686,time_stop,0.06952169076751558,0.2711345939933274,13,49624.8,0.35,0.5599999999999999,69,-72.44999999999686,52.788302802299995,49.661025,-174.89932780229685,-125.23830280229686
2026-08-19,ATGL,2026-08-19 12:40:00+05:30,1,0.1791064497606489,0.1791847095714303,0.1063961301478273,0.0727885794236029,2,41,671.7,671.8,668.1,669.7,0.678342114806201,668.75,663.4,74,-395.9000000000017,52.3419762146,49.289550000000006,-497.5315262146017,-448.24197621460166,stop_loss,0.33644859813084516,0.844859813084109,10,49487.5,0.8,1.2800000000000002,74,-395.9000000000017,52.3419762146,49.289550000000006,-497.5315262146017,-448.24197621460166
2026-08-20,CRISIL,2026-08-20 11:20:00+05:30,-1,-0.1033944554480346,0.363241710779846,0.1065141854127444,0.2567275253671015,2,25,4508.0,4514.9,4508.0,4514.9,0.13558281626234234,4499.9,4498.1,11,19.799999999991996,52.595325068,49.489000000000004,-82.284325068008,-32.795325068008005,time_stop,0.12889175315005108,0.02444498766640546,13,49498.899999999994,0.35,0.5599999999999999,11,19.799999999991996,52.595325068,49.489000000000004,-82.284325068008,-32.795325068008005
2026-08-20,M_AND_M,2026-08-20 11:20:00+05:30,-1,-0.1047836494587174,-0.57192880070032,0.105914361435658,-0.6778431621359781,2,25,3425.7,3428.6,3424.1,3427.0,0.12484888907415824,3446.4,3444.0,14,33.60000000000127,51.2587026336,48.232800000000005,-65.89150263359873,-17.65870263359873,time_stop,0.18570102135562205,0.2901578458681442,13,48249.6,0.35,0.5599999999999999,14,33.60000000000127,51.2587026336,48.232800000000005,-65.89150263359873,-17.65870263359873
2026-08-20,MRF,2026-08-20 11:55:00+05:30,-1,-0.4220582776366242,-0.0261262269995796,0.0707067744336207,-0.0968330014332004,2,32,133660.0,134000.0,133660.0,133965.0,0.06958107394788617,134000.0,134070.0,1,-70.0,94.76492641999998,134.035,-298.79992642,-164.76492642,time_stop,0.130597014925371,0.05597014925373678,13,134000.0,0.35,0.5599999999999999,1,-70.0,94.76492641999998,134.035,-298.79992642,-164.76492642
2026-08-20,RADICO,2026-08-20 12:25:00+05:30,-1,-0.1015676420427765,0.6080894972137969,0.1066712322520499,0.501418264961747,2,38,4694.1,4720.0,4692.4,4719.7,0.13908268988041228,4693.1,4709.525850000001,10,-164.25850000000537,49.98418635945101,47.013129250000006,-261.25581560945636,-214.24268635945637,stop_loss,0.08736229784152005,0.39206494641068623,10,46931.0,0.35,0.5599999999999999,10,-164.25850000000537,49.98418635945101,47.013129250000006,-261.25581560945636,-214.24268635945637
2026-08-20,GLAXO,2026-08-20 12:50:00+05:30,-1,-0.1209391664204699,0.00999333777483,0.1062876097868087,-0.0962942720119787,2,43,3000.0,3002.0,2997.6,3002.0,0.07613971637955648,3000.8,3000.0,16,12.80000000000291,51.02036999679999,48.0064,-86.22676999679709,-38.22036999679708,time_stop,0.09330845107972108,0.049986670221269236,12,48012.8,0.35,0.5599999999999999,16,12.80000000000291,51.02036999679999,48.0064,-86.22676999679709,-38.22036999679708
2026-08-21,KALYANKJIL,2026-08-21 11:20:00+05:30,-1,-0.1129195970334654,0.1729106628241936,0.1063921059365994,0.0665185568875942,2,25,600.15,607.9,600.15,607.25,0.30171146268305565,606.95,603.4340235723108,82,288.3100670705164,52.711123151920575,49.625744966464744,185.97319895213113,235.59894391859586,target,0.5931295823379257,0.0,4,49769.9,0.36205375521966676,0.5792860083514668,82,288.3100670705164,52.711123151920575,49.625744966464744,185.97319895213113,235.59894391859586
2026-08-21,ULTRACEMCO,2026-08-21 11:25:00+05:30,-1,-0.1064580363955748,0.1468682505399527,0.1063754021771058,0.0404928483628469,2,26,11568.0,11581.0,11556.0,11575.0,0.10305461277383525,11560.0,11541.0,4,76.0,49.095680023999996,46.202,-19.297680023999995,26.904319976000004,time_stop,0.2941176470588225,0.0,13,46240.0,0.35,0.5599999999999999,4,76.0,49.095680023999996,46.202,-19.297680023999995,26.904319976000004
2026-08-21,UPL,2026-08-21 11:35:00+05:30,-1,-0.1087880918693344,0.341595865814142,0.1065003016379084,0.2350955641762336,2,28,568.8,571.0,568.45,570.85,0.13951626021346158,568.25,567.1,87,100.04999999999802,52.47886128270001,49.38772500000001,-1.8165862827019978,47.57113871729801,time_stop,0.2023757149142047,0.11438627364714904,13,49437.75,0.35,0.5599999999999999,87,100.04999999999802,52.47886128270001,49.38772500000001,-1.8165862827019978,47.57113871729801
2026-08-21,TORNTPHARM,2026-08-21 11:50:00+05:30,-1,-0.1025083393116917,0.5379618351603739,0.1066262519488428,0.431335583211531,2,31,4924.5,4926.5,4922.5,4926.0,0.08265181834000349,4902.5,4919.6587500000005,10,-171.5875000000051,52.21441555202501,49.110793750000006,-272.9127093020301,-223.8019155520301,stop_loss,0.03059663437021687,0.37735849056603765,10,49025.0,0.35,0.5599999999999999,10,-171.5875000000051,52.21441555202501,49.110793750000006,-272.9127093020301,-223.8019155520301
2026-08-21,TATAINVEST,2026-08-21 11:50:00+05:30,-1,-0.1064460058679221,0.1847148464557619,0.1063996772108058,0.0783151692449561,2,31,648.45,649.7,647.9,649.65,0.10335235456454675,648.25,645.85,77,184.79999999999825,52.931994854200006,49.82285000000001,82.04515514579822,131.86800514579824,time_stop,0.4319321249517838,0.04627844195912445,13,49915.25,0.35,0.5599999999999999,77,184.79999999999825,52.931994854200006,49.82285000000001,82.04515514579822,131.86800514579824
2026-08-24,PETRONET,2026-08-24 11:20:00+05:30,-1,-0.1001324151003383,-0.10205817315871,0.1062157392753869,-0.2082739124340969,2,25,293.85,293.95,293.8,293.95,0.1931815420503984,294.0,294.0,170,0.0,53.11934376000001,49.980000000000004,-103.09934376000001,-53.11934376000001,time_stop,0.06802721088434716,0.25510204081633514,13,49980.0,0.35,0.5599999999999999,170,0.0,53.11934376000001,49.980000000000004,-103.09934376000001,-53.11934376000001
2026-08-24,OBEROIRLTY,2026-08-24 11:20:00+05:30,-1,-0.1008653059094393,0.2129925452609171,0.1064178146964856,0.1065747305644315,2,25,1877.4,1878.8,1877.3,1878.0,0.17685988133272218,1873.6,1880.1576,26,-170.49760000000242,51.8827568268256,48.7988488,-271.179205626828,-222.380356826828,stop_loss,0.08005977796754493,0.40563620836893133,6,48713.6,0.35,0.5599999999999999,26,-170.49760000000242,51.8827568268256,48.7988488,-271.179205626828,-222.380356826828
2026-08-24,INDUSTOWER,2026-08-24 11:20:00+05:30,-1,-0.1008741031921254,-0.4804484185239488,0.1059730375016682,-0.586421456025617,2,25,374.3,374.65,374.2,374.65,0.1887475929915536,376.7,376.0,132,92.3999999999985,52.78842309839999,49.6782,-10.066623098401486,39.61157690159851,time_stop,0.3052827183435025,0.14600477833819347,13,49724.4,0.35,0.5599999999999999,132,92.3999999999985,52.78842309839999,49.6782,-10.066623098401486,39.61157690159851
2026-08-24,NHPC,2026-08-24 11:20:00+05:30,-1,-0.1009068765560741,-0.0394011032308867,0.106255927895981,-0.1456570311268678,2,25,75.86,76.22,75.85,76.14,0.22514916131937326,76.17,76.12,656,32.799999999998136,53.085041749439995,49.95112,-70.23616174944186,-20.28504174944186,time_stop,0.24944203754758698,0.14441381121175212,13,49967.520000000004,0.35,0.5599999999999999,656,32.799999999998136,53.085041749439995,49.95112,-70.23616174944186,-20.28504174944186
2026-08-24,BAJAJHLDNG,2026-08-24 12:25:00+05:30,-1,-0.1288244390174717,0.7791057990261123,0.1067809231341301,0.6723248758919822,2,38,11254.0,11296.0,11254.0,11295.0,0.11066843736166444,11195.0,11132.307999999999,4,250.76800000000367,47.431877260191996,44.654616,158.68150673981168,203.33612273981169,target,0.5716837874050862,0.2501116569897377,11,44780.0,0.35,0.5599999999999999,4,250.76800000000367,47.431877260191996,44.654616,158.68150673981168,203.33612273981169
2026-08-25,APOLLOHOSP,2026-08-25 11:25:00+05:30,-1,-0.1161997450931144,0.045924225028699,0.1063106560734787,-0.0603864310447796,2,26,8676.5,8710.0,8674.0,8710.0,0.11317041167787437,8704.0,8734.464,5,-152.3199999999997,46.35127720192,43.596160000000005,-242.2674372019197,-198.6712772019197,stop_loss,0.04595588235294379,0.7008272058823595,6,43520.0,0.35,0.5599999999999999,5,-152.3199999999997,46.35127720192,43.596160000000005,-242.2674372019197,-198.6712772019197
2026-08-25,AJANTPHARM,2026-08-25 11:40:00+05:30,-1,-0.1058820637500451,-0.0084870431141865,0.1062757563596242,-0.1147627994738108,2,29,3519.6,3537.9,3519.5,3534.8,0.20368903474029593,3535.6,3538.3,14,-37.80000000000382,52.6317386476,49.517300000000006,-139.94903864760383,-90.43173864760382,time_stop,0.22909831428894467,0.19515782328318743,13,49498.4,0.35,0.5599999999999999,14,-37.80000000000382,52.6317386476,49.517300000000006,-139.94903864760383,-90.43173864760382
