day,symbol,bar,dir_pred,prob,raw,signed,fee,net,fold
2026-08-28,APARINDS,3,0.06150920420351574,0.7176159956181803,0.82064867,0.82064867,0.1062812,0.7143674701965332,4
2026-08-28,EXIDEIND,29,0.05957958020043649,0.7054538887941926,0.12341738,0.12341738,0.1062812,0.017136177471923822,4
2026-08-28,SAIL,66,0.06796003711243301,0.7078502937945971,-0.61273575,-0.61273575,0.1062812,-0.7190169482910156,4
2026-08-28,TVSMOTOR,29,0.05760240649584971,0.7771968361149679,0.50011873,0.50011873,0.1062812,0.39383753245239256,4
2026-08-31,360ONE,15,0.07551784144674349,0.7669660265837724,0.09479523,0.09479523,0.1062812,-0.011485972949218756,4
2026-08-31,360ONE,16,0.09144049187494456,0.7082328706320493,-0.81356764,-0.81356764,0.1062812,-0.9198488383972168,4
2026-08-31,360ONE,17,0.09473155867004739,0.7310074618555933,-0.6520808,-0.6520808,0.10628119999999998,-0.7583619743072509,4
2026-08-31,360ONE,23,0.07354731567820853,0.7165335155246669,0.75980425,0.75980425,0.1062812,0.6535230488098145,4
2026-08-31,ABB,5,0.13412894529614425,0.7245748993897393,-0.6585181,-0.6585181,0.1062812,-0.7647992759429931,4
2026-08-31,ADANIENSOL,3,0.06955007074116787,0.7512189548360123,-0.27588606,-0.27588606,0.1062812,-0.38216725880737307,4
2026-08-31,ADANIENSOL,4,0.08035851008930814,0.7302647446670351,-0.30222535,-0.30222535,0.10628120000000002,-0.4085065513336182,4
2026-08-31,ADANIENSOL,47,-0.06636452014143479,0.7144135119425369,0.5934119,-0.5934119,0.10628119999999998,-0.699693122454834,4
2026-08-31,ADANIENT,3,0.06315885484021104,0.7201057148711364,-0.8458972,-0.8458972,0.10628119999999998,-0.9521783977233886,4
2026-08-31,ADANIENT,47,-0.06938134892393556,0.7586545967271303,0.6066203,-0.6066203,0.1062812,-0.7129015117370605,4
2026-08-31,APLAPOLLO,5,0.1424672198544987,0.7189157663623484,0.82798004,0.82798004,0.10628119999999998,0.7216988415039063,4
2026-08-31,APLAPOLLO,6,0.0643241404010138,0.739778308679809,1.6477227,1.6477227,0.1062812,1.5414415210998536,4
2026-08-31,APLAPOLLO,13,0.05465045515396993,0.7321375509661986,-0.39657354,-0.39657354,0.1062812,-0.502854743548584,4
2026-08-31,ASTRAL,8,0.07750368723365066,0.7139527647690409,-0.25122762,-0.25122762,0.1062812,-0.35750881726379397,4
2026-08-31,AWL,7,0.05623356517473497,0.7095336323198376,-1.048404,-1.048404,0.1062812,-1.1546851783477783,4
2026-08-31,AWL,8,0.0872237961516029,0.7083405403591571,-1.084137,-1.084137,0.1062812,-1.190418162890625,4
2026-08-31,BALKRISIND,5,0.11073532430808292,0.7165220461371355,-0.2730012,-0.2730012,0.1062812,-0.37928239400024416,4
2026-08-31,BDL,4,0.07302964203333047,0.7099412120515599,-0.42356253,-0.42356253,0.10628119999999998,-0.5298437267028808,4
2026-08-31,BDL,5,0.1480898328275235,0.7099966880748856,-0.1257658,-0.1257658,0.1062812,-0.23204700047607424,4
2026-08-31,BSE,3,0.07351400584554163,0.714532281497595,0.25726557,0.25726557,0.1062812,0.150984367779541,4
2026-08-31,COFORGE,4,0.09937396441743351,0.7703948258111195,-0.08084774,-0.08084774,0.10628119999999998,-0.1871289401733398,4
2026-08-31,COFORGE,5,0.15541050031680953,0.7143901581520568,0.015163422,0.015163422,0.10628120000000002,-0.09111777836914065,4
2026-08-31,COFORGE,6,0.11890366386183111,0.7120255727358126,0.5116463,0.5116463,0.1062812,0.4053650707519531,4
2026-08-31,COFORGE,7,0.08342634713641092,0.7018103528995304,0.6844163,0.6844163,0.10628120000000002,0.5781350940979004,4
2026-08-31,CRISIL,6,0.1022096898971054,0.7316189405559117,1.5932918,1.5932918,0.1062812,1.4870105594909668,4
2026-08-31,CRISIL,7,0.08099496933305887,0.7329917582276595,2.068913,2.068913,0.10628120000000002,1.9626317829406739,4
2026-08-31,CRISIL,8,0.10415270806543389,0.7100696432342382,1.7800927,1.7800927,0.1062812,1.673811516217041,4
2026-08-31,CRISIL,9,0.06706169710463608,0.7158870494285027,0.9269595,0.9269595,0.1062812,0.82067831461792,4
2026-08-31,CRISIL,11,0.06270037393735557,0.7121011575884209,0.90544224,0.90544224,0.10628119999999998,0.7991610378540039,4
2026-08-31,CRISIL,15,0.07197621902039565,0.7045459337094584,-0.41704178,-0.41704178,0.1062812,-0.5233229785644531,4
2026-08-31,DALBHARAT,5,0.16519832082115712,0.7174709728627144,0.5882025,0.5882025,0.1062812,0.4819212765014648,4
2026-08-31,DALBHARAT,6,0.08904972031477924,0.7096480533635291,-0.25913715,-0.25913715,0.10628120000000002,-0.3654183536254883,4
2026-08-31,ETERNAL,4,0.07333403387740342,0.767719418774312,0.19990206,0.19990206,0.1062812,0.09362085764770507,4
2026-08-31,ETERNAL,5,0.14680760926138411,0.7090981630867106,0.23072958,0.23072958,0.10628119999999998,0.12444837992553713,4
2026-08-31,ETERNAL,6,0.09588221889711396,0.7164799100168581,0.35357475,0.35357475,0.10628119999999998,0.24729355280761722,4
2026-08-31,ETERNAL,7,0.08858113405308354,0.7185663209485423,0.7409692,0.7409692,0.1062812,0.634687981060791,4
2026-08-31,FLUOROCHEM,12,0.06769201938377577,0.7123989722045603,-0.18812418,-0.18812418,0.1062812,-0.2944053798400879,4
2026-08-31,FLUOROCHEM,23,0.05768305815991655,0.7051599794089505,0.08536577,0.08536577,0.1062812,-0.020915427752685553,4
2026-08-31,FORTIS,3,0.062079508960605906,0.7018463286880348,-0.38393736,-0.38393736,0.1062812,-0.4902185588562012,4
2026-08-31,GLENMARK,6,0.11393226862325667,0.7054889057227557,0.07278919,0.07278919,0.1062812,-0.033492007800292975,4
2026-08-31,GODFRYPHLP,5,0.162587811977241,0.7049204727479906,0.11891127,0.11891127,0.10628119999999998,0.012630066326904318,4
2026-08-31,GODREJIND,3,0.062300010023914484,0.7198954936411271,0.14022589,0.14022589,0.10628119999999998,0.033944687298584006,4
2026-08-31,GODREJIND,4,0.07956613698113493,0.7208122593876057,0.15791655,0.15791655,0.10628119999999998,0.05163534586791994,4
