day,symbol,bar,side,pred,atr,actual,fee_pct,net_fwd_pct,fold
2026-09-04,360ONE,15,-1,-0.0750417739258217,0.2329878807067871,0.4535079,0.1062812,0.2972267002380371,5
2026-09-04,360ONE,27,-1,-0.06991092971710024,0.16771261394023895,0.1226604,0.10628119999999998,-0.033620801516723614,5
2026-09-04,3MINDIA,15,-1,-0.07671159132280438,0.2117447704076767,0.045609474,0.10628119999999998,-0.11067172581787107,5
2026-09-04,3MINDIA,27,-1,-0.06501822908944649,0.08819686621427536,0.21341443,0.1062812,0.057133230618286124,5
2026-09-04,ABBOTINDIA,67,1,0.10044146951528553,0.35158073902130127,0.32685995,0.10628119999999998,0.17057875101928716,5
2026-09-04,ABCAPITAL,27,-1,-0.07035289538948261,0.18892265856266022,-0.13593435,0.1062812,-0.29221555287475587,5
2026-09-04,ADANIPORTS,15,-1,-0.07555136516951225,0.20420069992542267,0.26837587,0.1062812,0.1120946735656738,5
2026-09-04,ADANIPORTS,27,-1,-0.06864088581747477,0.13868793845176697,0.222224,0.1062812,0.06594279711608886,5
2026-09-04,AJANTPHARM,15,-1,-0.07338934003346675,0.20263773202896118,-0.05195141,0.1062812,-0.20823260838623048,5
2026-09-04,APARINDS,67,1,0.07398089907060791,0.33184388279914856,0.21264553,0.1062812,0.056364330700683585,5
2026-09-04,APLAPOLLO,67,1,0.10326972309605052,0.40244507789611816,0.22718906,0.1062812,0.0709078640258789,5
2026-09-04,ASIANPAINT,15,-1,-0.06574400093066958,0.14879022538661957,-0.070631504,0.1062812,-0.2269127040588379,5
2026-09-04,BAJAJFINSV,15,-1,-0.07645595517598724,0.1575499176979065,0.24610758,0.10628119999999998,0.08982637827758792,5
2026-09-04,BAJAJFINSV,27,-1,-0.0665889734593312,0.125944584608078,0.39278865,0.1062812,0.23650744860534667,5
2026-09-04,BERGEPAINT,5,1,0.06839827037169245,0.5569332242012024,0.13406277,0.1062812,-0.022218432971191415,5
2026-09-04,BPCL,15,-1,-0.07733949197823804,0.16722916066646576,0.23412108,0.10628120000000002,0.07783988421325681,5
2026-09-04,BPCL,27,-1,-0.07104249145520762,0.10963181406259537,0.28190613,0.10628119999999998,0.12562492792968755,5
2026-09-04,CHOLAFIN,15,-1,-0.07301356306170916,0.2425421178340912,0.399518,0.10628119999999998,0.24323681300048833,5
2026-09-04,CHOLAFIN,27,-1,-0.06902740626831054,0.15141484141349792,0.3035903,0.1062812,0.1473090976989746,5
2026-09-04,COALINDIA,15,-1,-0.07565235616020599,0.18960392475128174,0.0361979,0.1062812,-0.12008329922790528,5
2026-09-04,COALINDIA,27,-1,-0.07015872889240862,0.11112385988235474,-0.24117231,0.1062812,-0.39745351369018556,5
2026-09-04,CONCOR,15,-1,-0.0740886513767529,0.16568708419799805,0.57210326,0.10628120000000002,0.4158220619476318,5
2026-09-04,CONCOR,27,-1,-0.07056841607436438,0.1658165007829666,-0.5753994,0.1062812,-0.731680598803711,5
2026-09-04,EICHERMOT,15,-1,-0.07278813283843383,0.16291218996047974,-0.0,0.1062812,-0.1562812,5
2026-09-04,EICHERMOT,27,-1,-0.07090952388680712,0.14750640094280243,0.45089126,0.1062812,0.29461005633239745,5
2026-09-04,FLUOROCHEM,67,1,0.07581654780284423,0.41541290283203125,0.29660463,0.1062812,0.14032343333129882,5
2026-09-04,FORTIS,15,-1,-0.07088323982256181,0.1648656725883484,0.0767529,0.10628119999999998,-0.07952829892272947,5
2026-09-04,GAIL,15,-1,-0.07346550380619647,0.16091208159923553,0.21945834,0.1062812,0.06317714159851073,5
2026-09-04,GAIL,27,-1,-0.0716290693168699,0.1210765540599823,0.29512048,0.1062812,0.1388392776763916,5
2026-09-04,GICRE,15,-1,-0.08628012285181882,0.1797650009393692,-1.1208177,0.1062812,-1.2770988612854004,5
2026-09-04,GICRE,27,-1,-0.09260974526731251,0.2439010590314865,-1.1764765,0.10628119999999998,-1.3327576785766602,5
2026-09-04,GICRE,35,-1,-0.07554386968126996,0.4557567536830902,0.18340945,0.10628119999999998,0.02712825243835451,5
2026-09-04,GICRE,54,1,0.07364243665572257,0.4655366539955139,-0.33351183,0.10628120000000002,-0.4897930293762207,5
2026-09-04,GICRE,67,1,0.09451705315328687,0.3425632119178772,0.41946173,0.10628119999999998,0.26318052714233403,5
2026-09-04,HINDPETRO,15,-1,-0.07714532548116407,0.16267777979373932,0.2094984,0.1062812,0.05321720545654296,5
2026-09-04,HINDPETRO,27,-1,-0.06888317887347803,0.1358632892370224,0.08391142,0.1062812,-0.07236978108520509,5
2026-09-04,INDIANB,15,-1,-0.07446413396779487,0.21581189334392548,-0.24943352,0.10628119999999998,-0.40571471745605464,5
2026-09-04,INDIANB,27,-1,-0.0740788343788648,0.18827763199806213,-0.016891956,0.10628119999999998,-0.17317315632934568,5
2026-09-04,IOC,15,-1,-0.07733949197823804,0.12056291103363037,-0.05093813,0.1062812,-0.20721932942504884,5
2026-09-04,IOC,27,-1,-0.07035289538948261,0.07988425344228745,0.05083084,0.1062812,-0.10545035893554688,5
2026-09-04,JSL,15,-1,-0.0727124392796572,0.18745620548725128,-0.06818771,0.1062812,-0.22446891362304688,5
2026-09-04,JSL,27,-1,-0.06780224406283193,0.17495310306549072,-0.3207326,0.1062812,-0.47701379353637696,5
